,artist,track,energy,valence
3364,Stefon Harris,Alovi,390.0,300.0
3365,Pablo Montero,Cuando Calienta El Sol,620.0,300.0
3366,Yami Bolo,Healing of All Nations,660.0,790.0
3367,Ray Barretto,Guararé,650.0,770.0
3368,Michael Card,Joy In The Journey - The Final Word Album Version,280.0,290.0
3369,Roger Williams,Indiscreet,300.0,100.0
3370,Broadcast,Downstream,20.0,330.0
3371,Sundial Aeon,Love Shelter,650.0,220.0
3372,Noisettes,Bridge To Canada,950.0,460.0
3373,Anne Dudley,A Stepmother's Curse,350.0,40.0
3374,Gustavo Cerati,La Excepción,930.0,370.0
3375,Roger Clyne & The Peacemakers,Mile High and Risin',860.0,860.0
3376,Zuma,Deep into the Day,780.0,810.0
3377,2 minutos,2 Minutos,950.0,410.0
3378,Max Stalling,Band Intro/ Pila Song Intro,700.0,790.0
3379,Orbital,Adnans,850.0,240.0
3380,Sam Baker,I Can't Break Away,600.0,660.0
3381,Ginny Owens,Long Way Home,340.0,220.0
3382,Fruko Y Sus Tesos,Tania,680.0,860.0
3383,Play,In My Mind - Remix,470.0,820.0
3384,T-Bone,Nuttin' 2 Somethin',780.0,890.0
3385,Various Artists,Piel Canela - Alternate Mix,300.0,800.0
3386,Semisonic,Gone To The Movies,320.0,650.0
3387,Nine Inch Nails,Sin,860.0,740.0
3388,Angelo Badalamenti,Careless Talk,230.0,340.0
3389,Otis Spann,Spann Boogie,250.0,780.0
3390,Johannes Linstead,Caja de Cerillas,760.0,500.0
3391,Al Denson,The Arms That Won't Let Go (The Pillow Song)/Great Is Thy Faithfulness,310.0,210.0
3392,Converge,Locust Reign - Live in California,940.0,140.0
3393,Embrace The End,Intensity In Ten Cities,990.0,220.0
3394,Inspiral Carpets,Uniform - Scripka Mix,310.0,260.0
3395,Tito Rodriguez,En La Soledad,340.0,440.0
3396,Vilma Palma e Vampiros,Verano traidor,690.0,720.0
3397,Roberto Roena Y Su Apollo Sound,Let It Rain,620.0,570.0
3398,Bob Marley & The Wailers,Smile Jamaica - Single Version,460.0,670.0
3399,Geier Sturzflug,Schwarzarbeit,940.0,990.0
3400,Jars Of Clay,The Burden of Hope,260.0,380.0
3401,Dijous Paella,Que Arribi L'Estiu,920.0,920.0
3402,Charlie Peacock,Forgiveness - Love Life Album Version,460.0,230.0
3403,The Beatnuts,Cocotaso featuring Tony Touch,570.0,700.0
3404,Various Artists,Angel Band,310.0,270.0
3405,Belphegor,The Sukkubus Lustrate,950.0,180.0
3406,Ray Davies,See My Friends,690.0,670.0
3407,Steve Vai,The Attitude Song (Remastered),910.0,640.0
3408,Outerspace,Fire and Ice (Instr.),620.0,740.0
3409,Brian Littrell,Wish,510.0,270.0
3410,Mr De,The Vine,720.0,970.0
3411,Various Artists,Baby I Need Your Loving,540.0,750.0
3412,Finest Dearest,Tunnel Vision,800.0,280.0
3413,Estopa,Me Falta el Aliento,750.0,630.0
3414,Arctic Monkeys,Fake Tales Of San Francisco,780.0,700.0
3415,Various Artists,First Kiss,130.0,40.0
3416,Barbarito Diez,Bajo Un Palmar,380.0,850.0
3417,Edgar Bori,Les choses,320.0,290.0
3418,Benga,Zero M2,540.0,40.0
3419,London Theatre Orchestra,"Maria (from ""The Sound Of Music"")",120.0,360.0
3420,Obie Bermudez,Celos,840.0,850.0
3421,Irwin Goodman,Kopla ja kummisetä,620.0,850.0
3422,Baby Rasta & Gringo,Esto Es Real,760.0,620.0
3423,Emery,Dear Death Part 2,980.0,360.0
3424,Pretty Boy Floyd,Gangster Of Love,820.0,560.0
3425,Seven Mary Three,Hammer & a Stone,290.0,220.0
3426,The Temper Trap,Sweet Disposition,820.0,340.0
3427,Various Artists,"Dad Apologizes - From ""Chicken Little""/Score",60.0,190.0
3428,Helen Love,Rollercoasting,640.0,820.0
3429,Jay & The Americans,Livin' Above Your Head,570.0,870.0
3430,Tanto Metro & Devonte,Know Your Friends,630.0,740.0
3431,Indica,Valokeilojen vampyyri,880.0,430.0
3432,Sunscreem,Perfect Motion - Boys Own Mix,660.0,920.0
3433,Various Artists,In The Sweet By And By,220.0,250.0
3434,Bad Bargain,Dash Way Belly,780.0,820.0
3435,Coldplay,Speed of Sound - Live,840.0,280.0
3436,Carmen Y Laura,Destino Ingrato,220.0,720.0
3437,Kaizers Orchestra,Container,800.0,790.0
3438,Aiden,We Sleep Forever,890.0,220.0
3439,Grandpa Jones,All American Boy,560.0,930.0
3440,Miguel Migs,The One,650.0,880.0
3441,Protein,Karottensaft,690.0,610.0
3442,Schizoid,Ruby Marlowe,940.0,20.0
3443,Kevin Max,I Saw Three Ships,320.0,380.0
3444,Usher,Hey Daddy (Daddy's Home),700.0,350.0
3445,Midge Ure,Fields of Fire,540.0,510.0
3446,Vickie Winans,Stand Up and Praise Him,840.0,810.0
3447,Spinal Tap,Big Bottom,440.0,640.0
3448,Negura Bunget,Al Doilea Om,400.0,60.0
3449,ātman,Govinda,600.0,510.0
3450,Alexandre Desplat,Hidden Documents,10.0,140.0
3451,Emperor,Al Svartr (The Oath),410.0,60.0
3452,The Smashing Pumpkins,Real Love,950.0,40.0
3453,Patty Griffin,Flaming Red,990.0,190.0
3454,Rihanna,We Ride,740.0,770.0
3455,Oceansize,New Pin (Edit),680.0,560.0
3456,Daan Junior,Tou't moun sou do,910.0,760.0
3457,The Winans,This Train,710.0,640.0
3458,Various Artists,Million Gal,950.0,890.0
3459,The Mighty Mighty Bosstones,They Came To Boston,810.0,770.0
3460,Various Artists,Strangers In The Night,420.0,200.0
3461,Gerald Clayton,Two Heads One Pillow,330.0,360.0
3462,Pyranja,Nie Wieder - Live Version,830.0,650.0
3463,Sick Of It All,Sanctuary,1000.0,340.0
3464,Various Artists,Saints and Sinners - Original Mix,900.0,340.0
3465,Naseebo Lal,Pehle To Kabhi Gham Tha,620.0,860.0
3466,Heavenly,Smile,500.0,710.0
3467,Richie Ray & Bobby Cruz,Guaguanco Raro,860.0,680.0
3468,Various Artists,God Rest Ye Merry Gentlemen,90.0,270.0
3469,Nick Jonas & The Administration,State of Emergency,790.0,790.0
3470,Jeff Johnson,Contours,260.0,170.0
3471,Bukka White,Aberdeen Mississippi Blues,180.0,600.0
3472,Gang Of Four,Is It Love,430.0,450.0
3473,Peter Hunnigale,Ordinary Lives,550.0,640.0
3474,The Killers,Mr. Brightside - Jacques Lu Cont's Thin White Duke Mix,740.0,390.0
3475,Circle Jerks,Group Sex,870.0,860.0
3476,Barbara Fairchild,Jezebel - Stories Album Version,440.0,630.0
3477,Candlebox,Breathe Me In,610.0,330.0
3478,Tyrone Davis,Sugar Daddy,640.0,590.0
3479,The Panic Channel,Said You'd Be,1000.0,560.0
3480,Michael Whalen,Flamingos,100.0,50.0
3481,Elton Britt,Little Silver Bells,190.0,590.0
3482,Ice,Under Attack,650.0,820.0
3483,Jean Fauque,Off The Record,320.0,110.0
3484,"Bobby ""Blue"" Bland",You Hit The Nail On The Head,380.0,510.0
3485,Faithless,Drifting Away,790.0,150.0
3486,Hellsongs,Rock the Night,180.0,220.0
3487,3 Doors Down,Duck And Run,920.0,850.0
3488,The Chiffons,The Heavenly Place,640.0,760.0
3489,Seventh Star,I Versus I,910.0,580.0
3490,Incubus,A Crow Left of the Murder,890.0,560.0
3491,Dishwalla,Moisture,850.0,470.0
3492,Marco Polo,Shitzzo,920.0,580.0
3493,Various Artists,Stack and Pile,870.0,960.0
3494,Mariano Yanani,I Still Haven't Found What I'm Looking For,330.0,350.0
3495,Brian Keane,Dark Flashes,100.0,50.0
3496,The Laurie Berkner Band,Ice Cream Cone,90.0,530.0
3497,Robin Fox,Wonderland,920.0,150.0
3498,Adam Ant,Goody Two Shoes,990.0,540.0
3499,Statues,Telecommunication,480.0,700.0
3500,Rusted Shut,Borin Fuckin Town,690.0,90.0
3501,Happy Mondays,Olive Oil,640.0,860.0
3502,John Mayer,St. Patrick's Day,440.0,130.0
3503,Pascal Sangla,Assis par terre,530.0,600.0
3504,Daddy Yankee,Llamado de Emergencia,910.0,790.0
3505,Blue Rodeo,Million Miles,680.0,170.0
3506,Weezer,I Don't Want To Let You Go,570.0,220.0
3507,Hadag Nahash,Aff E'chad (Nobody) (Live),900.0,660.0
3508,Aiden,Black Market Hell,0.0,240.0
3509,Mikey Dread,Rainbow Jungle - Dub / Instrumental Reggae Music,130.0,720.0
3510,RyanDan,Wind Beneath My Wings,280.0,110.0
3511,Faithless,Salva Mea,900.0,170.0
3512,Selena,Tu Robaste Mi Corazón,620.0,300.0
3513,Marquez The Greatest,Declaration of Independence,520.0,550.0
3514,Eminem,The Way I Am,870.0,300.0
3515,Madonna,Revolver - Tracy Young's Shoot to Kill Remix,820.0,590.0
3516,Roy Buchanan,Hey Joe - Live,660.0,580.0
3517,Juan Carmona,Nino ven pa'ca,690.0,840.0
3518,Ray Price,Make the World Go Away,250.0,400.0
3519,Swim,Fungus,920.0,440.0
3520,Negura Bunget,Plecaciunea Mortii,950.0,30.0
3521,Bobbie Gentry,Ace Insurance Man,540.0,900.0
3522,Brenda Lee,Ballin' The Jack,610.0,960.0
3523,Gisselle,Me Decidi,940.0,790.0
3524,DJ Harry,'Round the Wheel,920.0,800.0
3525,MC Sadri,Strassenkrieg,770.0,920.0
3526,Weedeater,Monkey Junction,850.0,140.0
3527,Mira,In Pursuit of the Implicate Order of Cultural Chaos,160.0,810.0
3528,Paul Carrack,Dedicated - Remastered,370.0,290.0
3529,Tyrone Taylor,Got to Make Me Love You,650.0,940.0
3530,Elvenking,Pathfinders,970.0,410.0
3531,The Irish Rovers,The Deep Blue Sea (Live),740.0,890.0
3532,William Coulter,Shrivasta,280.0,320.0
3533,At The Gates,City Of Screaming Statues,980.0,190.0
3534,Neil Diamond,"Hey Louise - From ""The Jazz Singer"" Soundtrack",470.0,630.0
3535,Special Duties,Punk Rocker '97,970.0,490.0
3536,Kane,My Heart's Desire,190.0,140.0
3537,Various Artists,Quand on est amoureux,830.0,950.0
3538,Eastmountainsouth,Hard Times,430.0,350.0
3539,:Blacks On :Blondes,Superconstellation - Part 2,780.0,590.0
3540,Love Jones,I Like Young Girls,800.0,600.0
3541,Kings of Leon,Ragoo,760.0,770.0
3542,Charlie Peacock,Tears Falling Down,680.0,890.0
3543,The Gone Jackals,Drop The Hammer,550.0,360.0
3544,Nightwish,The Poet And The Pendulum,720.0,190.0
3545,Shinehead,Olivia,380.0,590.0
3546,From Dying Skies,Expeditions,930.0,350.0
3547,Wailing Souls,Firehouse Rock,410.0,910.0
3548,Turibio Santos,Dengoso,330.0,800.0
3549,Steinski,Silent Partner - Peace Out,420.0,440.0
3550,Eddy Raven,Like A Hurricane,570.0,670.0
3551,Klaus Badelt,Time Travel,160.0,40.0
3552,DJ Envy,Why Wouldn't I (featuring Fabolous & Paul Cain),900.0,640.0
3553,Perfection,What Is This,750.0,540.0
3554,Various Artists,The Christmas Song (Chestnuts Roasting On An Open Fire),60.0,70.0
3555,Tony Joe White,Menutha,590.0,660.0
3556,Terror Squad,Hum Drum - Album Version (Edited),820.0,450.0
3557,Various Artists,You Are! - Markus Guentner Fast Food Remix,400.0,320.0
3558,The Bureau De Change,Seasick,900.0,630.0
3559,Darden Smith,Perfect Moment,350.0,600.0
3560,Mary Black,I Say A Little Prayer,230.0,600.0
3561,Charanga De La 4,Clavelitos,490.0,940.0
3562,Various Artists,In Progress (Original Mix),700.0,610.0
3563,Maroon 5,Harder To Breathe,890.0,970.0
3564,The Keys,From Tense to Loose to Slack,680.0,620.0
3565,Dusminguet,Disco Jonki,840.0,930.0
3566,Clarisse Lavanant,Electron libre,560.0,600.0
3567,Marc Perrone,Padam Padam,190.0,670.0
3568,Alejandro Lerner,Campeones De La Vida,330.0,400.0
3569,Stevie Ray Vaughan,Cold Shot,550.0,670.0
3570,Java,Cendrier,740.0,700.0
3571,Jamie Richards,Any Way You Want Me To,660.0,370.0
3572,Joanna Connor,Playing In The Dirt,480.0,730.0
3573,Patsy Cline,Stop The World (And Let Me Off),430.0,870.0
3574,Saga Sabaga,Thank You Mama Feat. Mr. Synista,650.0,570.0
3575,Mohammad Nouri,Nastaran,330.0,500.0
3576,R. Carlos Nakai,Voyagers - Improvisation 12,20.0,380.0
3577,Anthony Blea Y Su Charanga,Tumba Randy,860.0,760.0
3578,Walter Ego,Purple Pygmies,710.0,330.0
3579,Jay Randall,Mathilda,290.0,940.0
3580,Faron young And Carl Smith,Hey Joe,610.0,650.0
3581,Audio Adrenaline,My God - Audio Adrenaline Album Version,720.0,420.0
3582,Deep Forest,Green and Blue,650.0,550.0
3583,Francis Dunnery,The Possibilities of Loving You,760.0,220.0
3584,Obie Bermudez,Antes - Salsa Version,850.0,870.0
3585,Dimmu Borgir,Puritania - Studio,970.0,160.0
3586,Bonita,Sans ton amour,490.0,650.0
3587,Clarence Profit,Tropical Nights,140.0,730.0
3588,Mikey Dread,Pound a Weed,690.0,900.0
3589,African Rhythm Messengers,baby Wayo,730.0,890.0
3590,Los Amigos Invisibles,San Agustín,610.0,380.0
3591,Mando Diao,Popovic,870.0,680.0
3592,James Blackwood with The Light Crust Doughboys,This World Is Not My Home,510.0,900.0
3593,Alphonse Mouzon,The Ram and the Scorpio,890.0,600.0
3594,Aeoliah,We Are One Light,30.0,30.0
3595,Various Artists,Ode to Billie Joe - Live at Fillmore West,620.0,530.0
3596,The Equals,Michael & His Slipper Tree '93 - Original Version,650.0,960.0
3597,Various Artists,Swan Lake,410.0,230.0
3598,Ken Yokoyama,I’m Not Afraid When I’m With You,260.0,380.0
3599,Gold City,Mighty Army Band,690.0,640.0
3600,Big Dee Irwin,Swinging On A Star,770.0,900.0
3601,VHS or Beta,You Got Me - The Juan Maclean Dub,950.0,610.0
3602,Faron young And Carl Smith,Hey Joe,610.0,650.0
3603,Charley Patton,Circle Round The Moon,430.0,580.0
3604,Samba Trio,Essa Marie,310.0,660.0
3605,Tammy Pescatelli,Playboy Foundation,200.0,750.0
3606,Planxty,Follow Me Up To Carlow,460.0,920.0
3607,Pennywise,American Lies,990.0,620.0
3608,Amy Winehouse,In My Bed,810.0,750.0
3609,CIRRUS,Boomerang (Reprise),960.0,400.0
3610,Pheeroan Aklaff,Hispaniola A,340.0,550.0
3611,Various Artists,"The Imperial March (From ""Star Wars: Star Wars, Episode V, ""The Empire Strikes Back"": The Imperial March",380.0,130.0
3612,Junior Reid,Mr Big Man,780.0,640.0
3613,Michael Jackson,Morning Glow - Single Version,570.0,760.0
3614,Edmundo Ros,The Wedding Samba,590.0,960.0
3615,The Sterns,Supreme Girl,920.0,830.0
3616,Edgar de l'Est,Slavinka,470.0,560.0
3617,Vangelis,El Greco: Movement Iii,80.0,80.0
3618,The Cortinas,Youth Club Dance - Demo,540.0,940.0
3619,The Righteous Brothers,Little Latin Lupe Lu,640.0,920.0
3620,Kane,Rain Down on Me,880.0,330.0
3621,Blingtones,Stinky Breath,460.0,670.0
3622,Sam Fan Thomas,African Typic Collection,870.0,820.0
3623,Gregory Isaacs,Down The Line,500.0,710.0
3624,Bonita,La maison où j'ai grandi,400.0,480.0
3625,Sunnyland Slim,Tired Of You Clowning,440.0,440.0
3626,Sara Melson,Anywhere Anytime,810.0,810.0
3627,Yahir,No te apartes de mí,600.0,770.0
3628,Vince Guaraldi,Corcovado,270.0,370.0
3629,Foals,Red Socks Pugie,900.0,380.0
3630,The London Theatre Orchestra,War Of The Worlds,440.0,400.0
3631,John Brown,Sarah Palin (I Wanna Lay Pipe) - Remix,760.0,520.0
3632,Memphis Jug Band,Going Back To Memphis,380.0,840.0
3633,Capleton,Bumbo Red,670.0,920.0
3634,Mush,Test 72,930.0,480.0
3635,The Gaskets,Deportees,820.0,890.0
3636,Jean Carnigan,Irish Medley - Jigs,650.0,980.0
3637,Mariano Yanani,Why Should I Cry For You,170.0,280.0
3638,The Knux,Bang! Bang!,730.0,510.0
3639,The Motors,You Beat The Hell Outta Me,900.0,690.0
3640,Gertrudis,Oye,930.0,840.0
3641,Inoki,Parola di faliero,830.0,560.0
3642,Los Nakos,Las Hermanas Granaditas,330.0,550.0
3643,Vince Taylor,Sweet Little Sixteen,900.0,730.0
3644,Ray Barretto,Dame Tu Cariño,480.0,820.0
3645,Jimmy Witherspoon,Rain Keeps Falling Down,270.0,340.0
3646,Karen Peck & New River,Behind The Line Of Grace,340.0,390.0
3647,Adolph Hofner,We Played A Game,250.0,930.0
3648,Word,Il Rosso,780.0,820.0
3649,Carolyn Arends,Happy,670.0,680.0
3650,The Dillinger Escape Plan,Parasitic Twins,750.0,60.0
3651,Palito Ortega,Te Fuiste en Abril,460.0,860.0
3652,Paul Taylor,Dream State,660.0,440.0
3653,Rick Ross,It Ain't A Problem,670.0,400.0
3654,Jack Off Jill,Yellow Brick Road (94),910.0,430.0
3655,Kenny Rogers & The First Edition,Where Does Rosie Go?,690.0,860.0
3656,Erik Tronic,Kyotronics,540.0,410.0
3657,Bombay Rockers,Rock Tha Party,730.0,900.0
3658,Roberto Perera,A Puro Dolor,460.0,220.0
3659,Nestor Torres,Peace With Myself,740.0,790.0
3660,Beenie Man,Politrix,630.0,880.0
3661,Mongo Santamaria,Soca Mi Nice,910.0,840.0
3662,Various Artists,Poema do Semba,700.0,930.0
3663,Various Artists,Train Buffer,870.0,560.0
3664,DEVO,Going Under - 2010 Remaster,480.0,850.0
3665,Rakim,Skit,110.0,970.0
3666,Mademoiselle Sane,La petite boite en fer,190.0,70.0
3667,Burning Spear,The Invasion (Aka Black Wa Da Da),380.0,910.0
3668,Midwest Product,Motivator,690.0,350.0
3669,From Autumn To Ashes,IV,210.0,160.0
3670,Thomas Battenstein,East West - 2006 Remaster,480.0,350.0
3671,Grup Knar,Ay Nare Nare,490.0,680.0
3672,Warrior King,Breath Of Fresh Air,710.0,780.0
3673,Taking Back Sunday,You Know How I Do,970.0,240.0
3674,Buju Banton,Destiny,680.0,800.0
3675,Patrick Eudeline,La nuit,620.0,360.0
3676,Piero Esteriore,Io vivo,720.0,160.0
3677,Sonny Landreth,She Left Me A Mule,610.0,840.0
3678,Various Artists,Fanfara,830.0,970.0
3679,Daniel Johnston,To Go Home,490.0,620.0
3680,Redman,Get 'em,780.0,520.0
3681,Workhorse,High Horse,670.0,520.0
3682,Helen Love,Calm Down Dad,830.0,900.0
3683,Hard Romantic,Romanza,200.0,230.0
3684,Gipsy Kings,Tu Quieres Volver,790.0,410.0
3685,Sleepy John Estes,Stop That Thing,330.0,870.0
3686,Lidell Townsell,Duh Duh Da - Instrumental,780.0,970.0
3687,P.O.S,Drumroll (We're All Thirsty),950.0,620.0
3688,DJ Clue,Intro,90.0,700.0
3689,Various Artists,Bodyfly - Dynamix original version,900.0,560.0
3690,Gathering,Brampton To Roadhead,550.0,520.0
3691,Helen Love,BigBigKiss,930.0,450.0
3692,Various Artists,Cable,580.0,430.0
3693,Tracy Byrd,Walking To Jerusalem,830.0,790.0
3694,Basic Channel,Q1.1 - Edit,730.0,270.0
3695,Sue Foley,She Don't Belong To You,650.0,570.0
3696,Ben Sidran,Blowin' in the Wind,190.0,200.0
3697,Krayzie Bone,Let It All Go,740.0,560.0
3698,Jimmy Page,Hummingbird,380.0,290.0
3699,Joy Division,The Sound of Music - High Wycombe Town Hall Live 13 July 1979; Sound Check,950.0,130.0
3700,Mariano Yanani,Canon In D Major (J. Pachelbel),220.0,310.0
3701,Rocky Whatule,Friends Of All Races,980.0,520.0
3702,Michelle Tumes,Love Shines Through - Dream Album Version,860.0,540.0
3703,Beherit,Suck My Blood,860.0,100.0
3704,EPMD,Jane 5,540.0,390.0
3705,Casiotone For The Painfully Alone,White Jetta,870.0,40.0
3706,Architecture In Helsinki,Need to Shout,610.0,530.0
3707,City High,Sista,650.0,640.0
3708,The Frequency,Own Me,680.0,890.0
3709,Britney Spears,Someday (I Will Understand),560.0,180.0
3710,Caballo Dorado,Me vuelves loco,680.0,680.0
3711,Mohammad Nouri,Morghe Eshgh,120.0,250.0
3712,Eko Fresh,Das ist mein Viertel (feat. Capkekz),880.0,600.0
3713,Barbara Fairchild,The Other Side Of That Hill,500.0,360.0
3714,Ten Madison,Elementro,950.0,420.0
3715,Chroma Key,Salvation,420.0,220.0
3716,Mykill Miers,Listen,480.0,820.0
3717,Lonnie Brooks,Two Guitars Shuffle - Take 1,550.0,750.0
3718,Stanley Clarke,What If I Forget the Champagne,410.0,190.0
3719,Big Joe Turner,Nobody in Mind,190.0,390.0
3720,ātman,All is One,730.0,440.0
3721,The Pineapple Thief,Run a Mile,820.0,80.0
3722,Carl Davis,Cranford: Deborah's Vigil,80.0,40.0
3723,Diesel Boy,Dragonfly,980.0,640.0
3724,Daniel Johnston,Oh No,180.0,330.0
3725,Circle Jerks,Question Authority,820.0,560.0
3726,Bill & Gloria Gaither,So Many Reasons - I'll Fly Away Version,340.0,480.0
3727,Cal Tjader,Anyone Who Had a Heart,320.0,240.0
3728,Jack Johnson,Fortunate Fool,270.0,320.0
3729,Showbread,Nothing Matters Anymore,960.0,230.0
3730,Bruce Springsteen,Working on the Highway,950.0,970.0
3731,Showbread,The Pig,590.0,150.0
3732,Hank Penny,Wang Wang Blues,320.0,780.0
3733,Johnny Nash,There Are More Questions Than Answers,460.0,950.0
3734,Jason Miles,Suba,680.0,540.0
3735,Samba Mapangala & Orchestra Virunga,Siri (Secret),760.0,790.0
3736,Wet Wet Wet,"Love Is All Around - From ""Four Weddings And A Funeral""",690.0,550.0
3737,Various Artists,Through the Looking Glass,560.0,910.0
3738,Moonspell,Alma Mater,870.0,300.0
3739,Black Flag,Police Story,910.0,140.0
3740,Joe Lynn Turner,Knock Knock,940.0,670.0
3741,The Fureys,Poem To The Lonesome Boatman / The Lonesome Boatman,430.0,380.0
3742,Walter Hawkins,Never Alone,540.0,410.0
3743,Planxty,Junior Crehan's Favourite - Corney Is Coming,520.0,210.0
3744,Weezer,Dope Nose,720.0,820.0
3745,Various Artists,Love Lifted Me,330.0,480.0
3746,The Jeff Healey Band,It Could All Get Blown Away,740.0,640.0
3747,Anthony Cruz,Make It Up,710.0,720.0
3748,DEVO,Sloppy (I Saw My Baby Gettin'),790.0,550.0
3749,Pep Laguarda & Tapineria,Caseta del Plater,270.0,180.0
3750,Rod Bernard,Cajun Honey (Cajun Lovin' Style),410.0,850.0
3751,Eyes Set To Kill,Play The Part,1000.0,260.0
3752,Keep Of Kalessin,Many Are We,1000.0,40.0
3753,Ann Lee,2 People (The One Extended Mix),800.0,710.0
3754,Jefferson Starship,Fading Lady Light,560.0,300.0
3755,The Irish Tenors,The Croppy Boy,40.0,100.0
3756,Lonnie Johnson,South Bound Water,130.0,480.0
3757,Dave Matthews Band,Tripping Billies,930.0,940.0
3758,Amy Winehouse,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",360.0,700.0
3759,Glad,O For a Thousand Tongues,250.0,560.0
3760,The Antripodean Collective,The Very Conscious,330.0,110.0
3761,Gorillaz,November Has Come,570.0,670.0
3762,Martin Sexton,Things You Do To Me,770.0,640.0
3763,Pat Travers,It Ain't What It Seems,760.0,780.0
3764,The In Crowd,Back a Yard - Edit,600.0,910.0
3765,Bryan Ferry,Ja Nun Hons Pris,220.0,560.0
3766,Scott Ainslie,Chumpman Blues,430.0,730.0
3767,The Shangri-Las,Bull Dog,720.0,380.0
3768,Tyree,My M.B. Thang,960.0,920.0
3769,Cabas,Como nuestro amor no hay dos,860.0,810.0
3770,Flink,Russian Doll,910.0,620.0
3771,Der Plan,Schauet her,440.0,830.0
3772,The Statler Brothers,Shenandoah,170.0,220.0
3773,Peloton,Beloki,50.0,80.0
3774,Evolution,My Own Way,800.0,370.0
3775,Faron Young,It’s Four In the Morning,240.0,340.0
3776,The Jordanaires & Orion,Joy to the World,340.0,640.0
3777,Sandra Mihanovich,Cuatro Estrofas (En Vivo),380.0,380.0
3778,The Prefects,Background Music: The Greatest Ever Punk Sing-Along! - Live,670.0,470.0
3779,Paul Avgerinos,Song Without End,190.0,30.0
3780,Pennywise,6th Avenue Nightmare,950.0,600.0
3781,Dixie Chicks,Give It Up or Let Me Go,900.0,770.0
3782,Slum Village,Climax - Instrumental Mix,320.0,430.0
3783,Road to Glory,Seattle Seahawks Touchdown Theme (Sandstorm) [Bomb Squad Seattle Stadium Mix],1000.0,970.0
3784,Cam’ron,O.T. (Skit),70.0,930.0
3785,Bon Jovi,Wildflower,640.0,360.0
3786,KMD,Change Your Mind,730.0,550.0
3787,Blind Lemon Jefferson,Wartime Blues,190.0,360.0
3788,Nana Mouskouri,Only You,380.0,180.0
3789,Fruko Y Sus Tesos,La Fruta Bomba,840.0,890.0
3790,The Merry Macs,Dolores,180.0,480.0
3791,Bobby Pulido,Alma de Metal,600.0,750.0
3792,Eddie,Beautiful Lies,400.0,610.0
3793,Stefon Harris,From The Gardner Meditations: African Tarantella,460.0,290.0
3794,Alex Gopher,Song For Paul,240.0,130.0
3795,Simply Red,Thrill Me - Remastered,920.0,880.0
3796,Telecast,Covered - The Beauty Of Simplicity Album Version,270.0,210.0
3797,The Chi-Lites,Toby,470.0,530.0
3798,Bob Wills,Yearning Just For You,340.0,780.0
3799,Bob Hope,Road To Bali: The Merry-Go-Runaround,330.0,720.0
3800,Don & Juan,Sincerely,470.0,680.0
3801,Mack and Jamie,Althea Cooley,310.0,970.0
3802,Eric Burdon & the Animals,Devil’s Daughter,490.0,650.0
3803,Fake Problems,Tabernacle Song,620.0,510.0
3804,Pyranja,Anfang Vom Ende,700.0,640.0
3805,Various Artists,Amaze,650.0,600.0
3806,The Bruisers,2 Fists Full Of Nothing,800.0,640.0
3807,Paul Avgerinos,In My Heart,70.0,30.0
3808,ATB,Collides With Beauty,900.0,800.0
3809,Selena,Cien Años,730.0,960.0
3810,Eurythmics,A Little Of You - Remastered Version,920.0,900.0
3811,Gabriel Grossi,Cai Dentro,850.0,710.0
3812,Elvenking,Trows Kind,900.0,530.0
3813,Keep Of Kalessin,Ascendant,980.0,140.0
3814,Frenchy,Smith & Wesson,730.0,740.0
3815,Cadacross,Bring Out Your Dead,970.0,360.0
3816,Alice In Chains,Angry Chair,940.0,160.0
3817,Anti-Flag,The Modern Rome Burning,960.0,330.0
3818,Silverchair,Spawn (Again),860.0,230.0
3819,Henri Pousseur,Prospection,80.0,170.0
3820,Marygold,Neglected,910.0,510.0
3821,Dope Stars Inc.,Chase the Light,960.0,890.0
3822,The Vaughan Brothers,Good Texan,590.0,820.0
3823,The Wiyos,Dontchaletmecatchya,540.0,900.0
3824,Eddie and the Subtitles,Louie Louie,930.0,770.0
3825,Bon Jovi,This Ain't A Love Song,640.0,140.0
3826,4 Skins,A.C.A.B. (Bumper Sessions),970.0,480.0
3827,Various Artists,Tenderly,430.0,90.0
3828,Jason Michael Carroll,No Good In Goodbye - With Jewel,800.0,330.0
3829,Burt Bacharach,Are You There (With Another Girl),340.0,240.0
3830,James Horner,The Stranger,40.0,80.0
3831,Michael Jackson,I Wanna Be Where You Are,860.0,660.0
3832,The Shangri-Las,Remember (Walkin' In The Sand),530.0,320.0
3833,Various Artists,Dirty Ol' Town,360.0,550.0
3834,DJ Godfather,Night on William Street - Original,930.0,270.0
3835,Arkona,Epilogue,300.0,30.0
3836,Bally Sagoo,Hey Jamalo - (Def Mix),670.0,420.0
3837,Mariah Carey,Someday,820.0,940.0
3838,Walter Trout,Earrings on the Table,90.0,550.0
3839,Abbott & Chambers,Never After - Original Mix,930.0,490.0
3840,Electrostatic,Today,950.0,580.0
3841,Helmet,Give It,840.0,550.0
3842,Dax Riggs,Radiation Blues,980.0,220.0
3843,Heaven 17,(We Don't Need This) Fascist Groove Thang - Rapino Club Mix,770.0,700.0
3844,George Lopez,Vibrators,990.0,30.0
3845,Gertrudis,Quitxalla,960.0,760.0
3846,Charles Aznavour,Tant que l'on s'aimera,290.0,480.0
